"135"
"145"
"155"
"165"
"175"
"185"
"195"
"205"
"215"
"225"
"235"
"245"
"255"
"265"
"275"
"285"
"295"
"305"
"315"
"325"
"335"
"345"
"355"
"365"
"385"
"125"
"115"
"117"
"30"
"31"
"33"
"440"
"320"
"280"
"460"
"340"
"380"
"425"
"540"
"520"
"600"
"127"
"150"
"120"
"32"
"13"
"6,5"
"7"
"420"
"480"
"7,5"
"10"
